Subject,CrsNum,CreditHrs,1074,1077,1081,1084,1087,1091,1094,1097,1101,1104,1107,1111,1114,1117,1121,1124,1127,1131,1134,1137,1141,1144,1147,1151,1154,1157,1161,1164,1167,1171
,336,3,,,27,,,,,,23,,,21,,,27,,,32,,,,,,,,,,,,
,340,3,55,60,60,61,60,61,62,59,60,61,61,57,60,88,60,59,64,60,56,,,,,,,,,,,
,342,3,,38,30,,29,31,,29,24,,30,29,,35,25,,38,30,,,,,,,,,,,,
,343,3,,25,36,,31,36,36,32,35,34,31,36,27,23,36,,24,,36,,,,,,,,,,,
,351,3,24,6,11,18,12,9,19,7,13,19,10,12,24,17,16,27,12,12,15,,,,,,,,,,,
,352,3,15,14,8,17,10,10,7,14,7,12,11,10,8,16,13,18,11,10,16,,,,,,,,,,,
,375,3,50,56,51,50,37,48,57,,,55,,58,73,,76,64,,74,42,,,,,,,,,,,
,380,3,,,18,,,,,11,,,,,,,,,,,,,,,,,,,,,,
,381,3,,,58,,,54,,,52,,,58,,,49,,,70,,,,,,,,,,,,
,382,3,,,17,,32,,23,,,18,,20,,,24,,,,,,,,,,,,,,,
,383,3,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
,402,3,,,,,28,,,,,,,,,,29,,,34,,,,,,,,,,,,
,407,3,,51,54,,52,56,,56,70,,45,69,,54,55,,56,51,25,,,,,,,,,,,
,412,3,,31,,,,,,22,,,21,,,35,,,35,,,,,,,,,,,,,
,415,3,,,20,,,33,,,35,,,37,,,39,,,48,,,,,,,,,,,,
,417,3,,,,,,,,,24,,,26,,,,,,,,,,,,,,,,,,
,417W,3,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,
,421,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,
,422,3,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
,426,3,,37,,,31,,,31,,,36,,,36,,,35,,,,,,,,,,,,,
,431,3,71,,,41,,,48,,,56,,,48,,,,,,70,,,,,,,,,,,
,444,3,,26,,,58,,24,29,,,,,36,,31,,,,,,,,,,,,,,,
,445,3,,,15,,,15,,,9,,,,,,,,,,,,,,,,,,,,,
,446,3,,,,,,25,,,25,,,36,,,29,,,32,,,,,,,,,,,,
,448,3,,,81,,,74,,,,,,69,,,43,,,66,,,,,,,,,,,,
,451,3,9,5,6,7,8,5,9,7,6,9,11,11,9,4,8,6,9,6,14,,,,,,,,,,,
,452,3,8,2,1,2,4,4,1,1,6,5,4,4,5,5,3,3,1,6,6,,,,,,,,,,,
,453,3,1,1,,,,1,2,,1,1,1,2,1,,2,1,,1,,,,,,,,,,,,
,461,3,42,42,42,,43,41,39,42,47,,58,49,41,51,39,38,51,56,52,,,,,,,,,,,
,481,3,,39,,,45,54,,41,,,54,,16,42,,17,27,,,,,,,,,,,,,
,484,3,,,,,11,,,,,,,,,,,,,5,,,,,,,,,,,,
,486,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,488,3,,,4,,,,,,11,,,,,,,,,,,,,,,,,,,,,
,496,3,2,8,7,3,1,5,5,2,12,1,5,3,3,4,8,4,8,5,3,,,,,,,,,,,
,497,3,,1,3,1,4,3,3,3,1,1,,1,3,3,3,1,2,2,,,,,,,,,,,,
,498,3,1,1,1,2,3,7,10,3,4,,2,9,1,4,4,3,5,8,3,,,,,,,,,,,
,499,12,,1,,2,1,4,2,3,2,2,2,,1,3,3,3,1,2,2,,,,,,,,,,,
MACM,201,3,46,110,131,67,106,148,93,130,151,90,145,175,,185,203,,277,187,1,223,234,,173,353,,318,251,,361,295
,202,4,,,30,,,34,,,26,,,,,,,,,,,,,,,,,,,,,
,203,2,,,,,,,,,,10,,16,,,24,,,32,,,26,,,32,,,32,,,30
,204,2,,,,,,,,,,,21,,,19,,,27,,,25,,,29,,,36,,,34,
,316,3,59,128,105,96,133,131,177,120,164,98,173,163,155,128,285,180,213,260,216,160,243,229,176,164,222,143,251,238,204,222
,401,3,,,,,,7,,,,,,21,,,,,,26,,,,,,19,,,,,,33
,409,3,,,,12,,,,,,23,,,,26,,,,,,11,,,,,,13,,,,
,416,3,,,,1,16,,,,,,9,,,,,,16,,,,,,12,,,,,,7,
,442,3,,12,,,7,,,6,,,,,,16,,,,,,8,,,,,,8,,,,
MASC,400,6,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
,401,3,,2,,,1,,,3,,,2,,,1,,,1,,,3,,,2,,,3,,1,4,
,410,6,1,,,2,,,4,,,,,,1,,,,,,,,,1,,,,,,1,,
,412,6,3,,,,,,1,,,,,,,,,,,,1,,,,,,3,,,,,
,415,3,,2,,,1,,,2,,,2,,,1,,,1,,,3,,,2,,,3,,,4,
,425,3,,2,,,1,,,2,,,2,,,1,,,1,,,3,,,2,,,3,,,4,
,430,6,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,2,,
,437,3,,2,,,1,,,2,,,2,,,1,,,1,,,3,,,2,,,3,,,4,
,470,3,,,,,,,2,,,2,,,,,,,,,,,,2,,,,,,3,,
,471,3,,,,,,,2,,,,,,5,,,,,,,,,,,,1,,,,,
,,6,,,,1,,,,,,1,,,,,,2,,,,,,,,,,,,,,
,472,3,1,,,,,,,,,1,,,4,,,,,,,,,1,,,6,,,3,,
,,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
,473,3,,,,,,,,,,4,,,,,,1,,,,,,,,,4,,,,,
,474,3,2,,,,,,,,,2,,,3,,,4,,,,,,3,,,,,,,,
,475,3,1,,,1,,,,,,,,,,,,2,,,,,,1,,,,,,4,,
,476,3,,,,,,,1,,,,,,1,,,,,,3,,,,,,6,,,,,
,,6,2,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,
,477,3,,,,4,,,2,,,7,,,2,,,3,,,2,,,1,,,2,,,8,,
,,6,3,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,,,
,478,3,,,,2,,,2,,,1,,,1,,,1,,,,,,,,,,,,,,
,479,3,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,
,,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,480,3,,2,,,1,,,2,,,2,,,1,,,1,,,3,,,2,,,3,,,4,
MATH,100,3,46,284,254,91,390,328,143,404,304,,409,264,,362,231,,374,213,,327,246,,353,237,77,326,240,,367,252
,113,3,,,,,,,,,,,,,,,,,,,,,15,,2,,,,,,,
,125,3,,,,,,,,,,,,,,,,,,,,,,,6,,,4,,,,
,126,3,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
,130,3,,,72,,,54,,,42,,,59,,,68,,,89,,,58,,,97,,,89,,,103
,150,4,,150,47,,286,140,104,343,128,78,334,249,106,223,198,102,294,193,80,343,179,71,317,205,75,303,194,90,369,251
,151,3,70,530,165,61,379,105,,341,82,,374,,,346,,,333,,,403,,,385,,,453,,,390,
,152,3,81,175,432,144,182,450,202,297,534,232,312,506,240,266,492,188,267,485,203,247,561,202,286,505,193,246,582,182,251,574
,154,3,,487,177,,479,197,,533,160,,665,198,,534,196,,518,208,,652,209,,430,235,,546,245,,548,249
,155,3,71,,390,83,,404,96,,437,,,667,,,532,,,572,129,,615,154,,440,148,,471,175,,470
,157,3,136,839,347,147,841,338,182,861,341,173,823,453,186,798,419,147,604,276,148,612,232,131,618,264,94,573,262,107,618,278
,158,3,,,87,,,118,,,126,,,153,,,187,,,265,,,197,,,205,,,196,,,250
,160W,3,,,,,,4,,1,2,,,,,,,,,,,,,,,,,,,,,
,178W,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,190,4,41,128,106,65,182,181,62,188,163,59,150,125,62,166,129,66,131,119,57,125,94,36,125,63,37,98,58,43,131,92
,197,3,,15,3,,,28,,,28,2,32,,,37,,,,,,,,,,,,,,,,
,198,4,,,85,,,37,,,37,,,28,,,,,,,,,,,,,,,,,,
,208,3,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
,208W,3,,,,,,,,,,,,14,,,19,,,10,,,9,,,8,,,4,,,10
,232,3,144,205,252,68,244,282,82,188,310,101,303,474,123,349,337,116,348,390,139,318,459,156,342,434,113,357,507,241,257,430
,240,3,,,43,41,,100,77,118,93,93,,79,86,,107,127,,71,130,,75,94,,120,71,68,86,35,51,
,242,3,24,34,15,10,47,5,34,42,35,,43,,,53,,,63,,,71,,,61,,,71,29,,,70
,251,3,111,175,91,99,211,120,98,241,153,171,261,177,203,321,177,200,295,157,174,309,170,196,277,170,216,298,205,210,258,197
,252,3,14,,43,,,42,,,46,,,43,,,53,,,50,,,57,,,58,,,50,,,58
,254,3,57,,,59,,,72,,,93,,,101,,,90,,,101,,,90,,,104,,,74,,
,302,3,,,,,,,,30,,,,52,,,59,1,,74,,,,,,42,,,29,,75,
,303,3,,,,,,,,,32,,,,,61,,,57,,,,58,,29,,,,,,,51
,304,3,,,,,,,,,,,55,,,,,,,,,75,,,,,,70,,,,
,308,3,,50,26,43,31,18,48,39,23,,68,32,,74,38,,118,48,,105,,,87,,,45,127,,31,124
,309,3,2,5,,,23,,,,30,,7,,,,41,,28,,,,69,,20,,,48,,,,20
,310,3,97,156,,104,182,,126,222,,189,258,,210,285,,272,286,,284,269,,287,279,,317,225,,341,224,
,314,3,,,13,,,17,,,11,,,18,,,25,,,37,,,29,,,21,,,23,,,20
,320,3,,,30,,,27,,,29,,,26,,,32,,,18,,,22,,,27,,,45,,,19
,322,3,,70,,,49,,,68,,,51,,,67,,,76,,,66,,,58,,,52,,,64,
,336,3,1,3,,2,2,3,1,3,1,4,,2,5,3,,4,4,2,7,2,2,4,3,2,1,2,3,4,4,5
,337,3,,1,2,,,2,1,,2,1,,2,3,1,2,3,,1,5,2,2,6,3,3,1,,2,2,3,4
,338,3,,,,12,,,9,,,,,,13,,,,,,12,,,,,,14,,,,,
,340,3,,34,,,40,,,57,,,55,,,71,,,57,,,51,,,57,,,58,,,82,
,341,3,,,12,,,8,,,18,,,23,,,17,,,19,,,13,,,15,,,19,,,15
,342,3,49,,34,30,,,33,,,44,,,60,,,103,,,104,,,109,,,89,,,93,,
,343,3,,6,,,17,,,,,,,15,,,,,,13,,,,,,11,,,,,23,
,345,3,,,28,,,27,,16,,,24,,,13,,,19,,,25,,,12,,,12,,,30,
,348,3,,,,,6,,,13,,,,,,19,,,,,6,25,,,,,,19,,,,
,370W,3,,8,,,6,,,,,,,,,16,,,,,,7,,,7,,,,,,,
,380W,3,,,36,,,31,,,56,,,,,,81,,,,,,65,,,,,,70,,,
,381W,3,,,,,,,,,,,,19,,,,,,27,,,,12,,22,,,,,,38
,396,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6
,397,3,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
,398,3,,,,,5,17,,,16,,,,,,30,2,,,,,,2,,,,,,,,
,402,4,,,,1,1,,,,4,,,,,,,,,,,,,,,,,,,,,
,402W,4,,,,,,,,,,,,,,,13,,,13,,,12,,,3,,,5,,,5
,408,3,,,,,5,,,,,,8,,,2,,,13,,,,,,12,,,,,,15,
,418,3,,16,,,7,,,20,,,12,,,14,,,34,,,22,,,16,,,17,,,30,
,419,3,,,,,,,22,,,,,,,,,22,,,,,,12,,,,,,,,
,424,3,,,,,,10,,,,,14,,,,,,9,,,,,,3,,,,,,6,
,425,3,,8,,,,,,15,,,,,,7,,,,,,12,,,,,,12,,8,,
,436,3,2,,1,,1,,1,1,,1,,,3,1,1,2,3,,2,2,,3,1,1,2,2,,3,1,
,437,3,,,1,2,,1,1,1,,,,1,,,1,1,,,,1,,1,2,1,,1,2,,,
,438,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,439,3,,,16,,,,,,13,,,,,,,,,,,,,,,,,,,,,
,440,3,,,,,,6,,,,,,20,,,,,,18,,,,,,13,,,,,,11
,441,3,,,,,,,,,,,,,,,31,,,,,,21,,,,,,16,,,
,443,3,,,3,,,,,,10,,,,,,7,,,,,,7,,,,,,7,,,
,445,3,,1,,,3,,,,,,,9,,,,,,9,,,,,,6,,,,,,10
,447,3,,,,,,,,,,,16,,,,,,17,,,,,,6,,,,,,6,
,,4,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
,448,3,,,5,,,,,,4,,,,,,22,,,,,,11,1,,,,,5,,,
,461,3,,,,,,,,,,,,6,,,,21,,,,,,25,,,,,,26,,
,462,3,,,11,,,,,,16,,,,,,10,,,,,,11,,,,,,15,,,
,467,3,,36,,,,,,22,,,,,,,,,,35,,,,,,19,,,,,,43
,470,3,7,,,,,,,,,,,,11,,,,,,30,,,,,,20,,,,,
,480W,3,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,
,486,3,,,,,,,,1,,,,,1,,,,,1,,,,,1,,2,,1,,,
,491,2,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
,492,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,
,493,4,,,,,,,,,,,,,,6,,,,,,,,,,2,,,,,,
,495,3,,,10,,1,11,,,6,,,8,,,10,,,13,,,,,,10,,,10,,,11
,496,3,,,13,,,2,,2,,10,,,,,,,,,,,,,,11,,,,4,,9
,497,3,1,2,,,,,,,,,,,,,,,1,,,,,10,1,,,,5,,,3
,498,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,5,
,499W,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,
MBB,151,3,27,11,13,12,12,7,7,12,4,9,15,4,13,13,11,9,10,13,17,8,5,10,20,11,9,14,8,14,23,11
,201,3,,,,,,,,,79,,,127,,,115,,,143,,,98,,,138,,,131,,,104
,221,3,93,240,223,135,,,,,,,,,,,,,,,,,,,,,,,,,,
,222,3,78,178,202,138,293,249,139,248,233,117,231,236,141,196,318,117,210,298,139,317,249,141,340,248,111,273,223,51,222,230
,231,3,,,,,13,86,69,120,187,102,154,179,135,152,137,144,202,164,143,199,190,111,199,262,114,140,230,108,114,160
,242,3,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
,251,3,16,20,10,16,9,14,6,4,7,9,7,8,3,14,9,14,9,6,10,12,5,5,8,14,10,13,12,6,12,15
,300,1,,13,,,19,,,16,,,5,,,5,,,10,,,,,,,,,,,,,
,308,3,50,69,,65,82,,58,78,,71,71,,72,85,,84,96,,58,107,92,62,61,68,90,86,38,72,60,35
,309W,4,44,,71,,43,71,,62,70,,48,79,,48,70,,50,64,53,,87,63,,90,87,,96,66,,88
,321,3,,148,131,,167,107,,123,112,60,89,133,,134,138,,125,152,,171,99,,172,119,,228,88,,185,52
,322,3,,97,117,,169,137,,125,109,,97,113,,80,58,,84,121,,111,79,,97,76,,111,109,,85,104
,323,3,,40,,,,,,85,,,15,,,25,,,,29,,,25,,,20,,,32,,,24
,324,3,,,,,,,,,,,,,,,,,,,,,65,,50,48,,63,66,,65,46
,331,3,,125,140,,123,120,,128,110,,115,84,,130,112,,127,103,,167,123,,86,145,85,94,85,83,88,85
,342,3,,,,,,,,,,,,,,,,,,,,,37,,59,,,82,48,,,79
,351,3,12,5,14,8,8,7,16,2,4,8,4,8,6,4,7,6,3,7,7,10,6,7,2,3,11,4,7,8,6,6
,400,1,,,,,,,,,,,,,,,,,,,,,,,15,,,13,,,,
,402,3,,,,,,22,,,11,,,,,,,,,,,25,,,42,,,43,,,46,
,413,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,420,3,,,69,,4,,,7,,,,,,16,14,,,25,,,,,,,20,,,21,42,
,421,3,,60,,,77,,,77,,,64,,,44,,,45,,,64,,,87,,,63,,,53,
,422,3,,,,,14,,,,4,,,22,,,,,,15,,,,,23,,,7,,,19,
,423,3,,,92,,,99,,,67,,,32,,44,,,15,,,,,,,14,,,,,,
,424,3,,,,,,,,,,,,,22,,,,,,6,,,,,,,,,,,
,426,3,,46,,,38,,,67,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,41,,,32,,,28,,,44,,,37,,,45,,,61,
,427,3,,,,,,,,,25,,,15,,,15,,,11,,,13,,,9,,,25,,,27
,428,3,,,,,,,,,93,,,,,,105,,,,,,91,,,84,,,104,,,97
,429,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,
,430,3,,,15,,,,,18,,,,,,,,,,,,24,,,,16,,,,,,
,431,3,,,,,,,53,,,,,69,,,34,,,,,,,,,,,,51,,,
,432,3,,15,32,,,40,,,47,,,27,,,13,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
,433,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
,435,3,,,80,,,,,,53,,,47,,,,70,,,58,,29,,,,,,,,,
,436,3,,,,,,,,,,,,,,,10,,,31,,,,,,,,,16,,,
,437,3,,,17,,30,,,,,,24,,,,,,,41,,,,,,,,,,,,
,438,3,36,,,,,107,,,,,45,,,,48,,,97,,,52,,,54,,,,,77,
,440,3,24,9,,,26,,,,36,,,21,,31,,,21,47,,14,,38,,11,26,11,,,11,
,441,3,,36,,,34,,,46,,,36,,,30,,,28,,,,,,,,,,,,,28
,442,3,,17,,21,,,39,,,,3,,31,,,19,,,,,7,,,,,,,,,
,443,3,,30,,,,,,34,,,27,,,25,,,36,,,,,,,,,,,,,
,444,3,,15,,,,,,,,,24,,,,,,,,,,,,,,,,,,,
,446,3,,,,,,,,,,,,,,,44,,,,,,74,,,70,,,76,,,67
,451,3,12,5,7,10,3,3,9,6,2,6,4,3,4,3,4,3,2,2,6,3,8,4,3,1,2,5,4,5,6,5
,452,3,2,5,3,3,1,,,3,4,1,,1,2,,,1,,,,,1,2,,,1,,1,3,1,1
,461,3,,,,,,,,,,,,,,,8,,,,,24,,,23,,,11,,,,
,462,3,,,,,,,,,,,,,,,,,32,,,,25,,,27,,,,,,32
,463,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,
,471,1,,,,,,,,,,,,,,,,,,2,,,1,,,5,,1,4,,,3
,481,5,,,,,5,7,12,4,9,15,5,5,12,3,5,7,1,3,5,1,2,3,1,2,4,3,4,7,3,11
,482,5,,,,,5,7,12,4,9,15,5,5,12,3,5,7,1,3,5,1,2,3,1,2,4,3,4,7,3,11
,483,5,,,,,5,7,12,4,9,15,5,5,12,3,5,7,1,3,5,1,2,3,1,2,4,3,4,7,3,11
,490,2,1,,2,3,2,2,1,3,2,2,1,2,2,1,,,,1,,1,,1,,2,,1,1,2,,
,491,5,9,2,6,5,3,6,3,2,7,3,2,,,1,2,2,3,4,2,4,2,3,6,3,9,13,8,3,5,4
,492,10,1,1,2,2,,,,1,1,,,1,,,,,,2,1,1,2,1,1,1,2,,,3,2,
,493,15,10,10,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,
,496,6,5,2,2,1,4,1,2,2,,,1,,,,1,,,1,,1,,,,,,,1,,1,
MSSC,180,1,,,,,,,,4,,,11,,,7,,,11,,,3,,,6,,,9,,,4,
,480,1,1,4,5,,8,5,,,,,,,,,,,,,,,,,,,,,,,,
,481,1,,1,1,,1,4,,1,,,1,,,1,,,4,,,4,,,1,,,1,,,1,
NUSC,341,3,,28,,,14,,,29,,,13,,,31,,,18,,,22,,,17,,,29,,,15,
,342,3,,,6,,,7,,,,,,7,,,5,,,4,,,7,,,5,,,5,,,5
,344,3,,,11,,,,,,9,,5,,,10,,,7,,,23,,,4,,,12,,,12,
,346,2,,,6,,,3,,,1,,,5,,,5,,,3,,,6,,,3,,,1,,,4
,444,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4
,482,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1
PHYS,100,3,97,326,269,74,338,263,123,377,285,158,391,299,193,371,295,215,390,211,113,381,229,156,332,183,128,336,217,134,327,248
,101,3,144,264,196,112,208,239,107,261,250,113,263,319,133,243,307,135,285,256,144,273,351,143,233,255,115,172,338,129,179,346
,102,3,122,231,209,150,189,184,159,216,169,170,238,180,149,231,209,162,206,243,179,207,223,194,229,160,148,205,178,142,223,187
,120,3,,305,,,299,152,,311,195,,386,208,,335,154,,306,146,,259,189,,239,187,,261,184,,199,192
,121,3,,,190,,43,192,,65,172,,106,232,,100,158,,88,191,,73,162,110,,199,119,,161,127,,119
,125,3,,44,,,49,,,50,,,53,,,46,,,57,,,48,,,6,,,21,,,40,
,126,3,,,32,,,24,,,29,,,31,,,33,,,40,,,36,,,,,,11,,,19
,130,2,51,128,111,66,104,133,57,78,52,45,45,47,44,40,43,44,28,43,44,45,36,26,27,24,22,12,22,29,,35
,131,2,9,,163,11,20,175,,44,172,,65,195,,49,186,,47,203,,34,89,,34,70,,,,,,
,132,1,,,,,,,,,,,,,,,,,,,,,,,,,,51,33,,69,45
,133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,31,18,,29
,140,4,,98,53,,97,23,,86,41,,108,39,,90,21,,93,20,,97,23,,66,16,,79,20,,77,
,141,4,15,,56,30,,77,20,,72,20,,95,30,,64,27,,69,25,,67,18,,50,9,,60,10,,61
,190,3,,72,8,,,,,193,,,250,,,,282,,,268,,,287,,,287,,,314,,,268
,192,3,,,61,,,151,,,141,,,116,,,,,,,,67,,,40,,,,25,,,
,201,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,,34,33
,211,3,,54,,,48,,,49,,,47,,,66,,,71,,,66,,,64,,,55,,,50,
,221,3,72,,,30,,,43,,,47,,,34,,,37,,,61,,,61,,,38,22,,,39,
,231,3,,20,15,,18,12,,13,15,,18,11,,13,13,,19,14,,16,20,,19,14,,20,16,,23,8
,233,2,6,,17,4,,8,12,,7,10,,9,9,,13,4,,15,15,,21,10,,16,12,,14,16,,24
,255,3,,35,,,25,,,30,,,28,,,38,,,32,,,35,,,41,,,41,,,45,
,285,3,,,22,,,19,,,25,,,21,,,19,,,28,,,23,,,37,,,30,,,30
,321,3,,,17,,,44,,,80,,,99,,,107,,,113,,,105,,,117,,,114,,,86
,324,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,326,4,10,,1,4,,6,,,12,,,6,,,12,,,10,,,3,,,9,,,12,,,15
,332W,4,,9,,,18,,,23,,,23,,,13,,,12,,,32,,,17,,,31,,,24,
,335,3,3,1,2,5,1,1,1,2,,3,1,,,,,2,,,5,,2,2,2,,1,,,3,2,1
,336,3,,2,,5,2,1,3,,,1,2,1,1,,,,,1,,2,1,3,,2,2,,,,1,1
,344,3,,,33,,,25,,,31,,,29,,,33,,,35,,,43,,,32,,,42,,,38
,346,3,,,40,,,27,,,36,,,38,,,29,,,17,,,10,,,,,,,,,
,347,3,,2,,,6,,,8,,,7,,,8,,,9,,,19,,,14,,,10,,,21,
,365,3,,,15,,,12,,,13,,,12,,,15,,,10,,,13,,,10,,,10,,,16
,380,3,,12,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
,384,3,,16,,,19,,,27,,,18,,,23,,,22,,,23,,,22,,,30,,,29,
,385,3,,20,,,29,,,28,,,26,,,26,,,27,,,29,,,27,,,38,,,38,
,390,3,,,17,,,,,,16,,,,,,13,,,,,,12,,,,,,31,,,
,395,3,,,,,8,,,,,,9,,,,,,7,,,,,,17,,,,,,23,
,413,3,,10,,,10,,,11,,,12,,,12,,,8,,,14,,,9,,,13,,,15,
,415,3,,,8,,,13,,,8,,,18,,,14,,,23,,,19,,,8,,,13,,,17
,421,3,,12,,,43,,,48,,,52,,,64,,,53,18,,40,25,,42,15,,55,31,,62,
,430,4,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
,431,4,,,9,,,7,,,5,,,8,,,5,,,6,,,6,,,4,,2,,,4,
,432,5,,,2,,1,2,1,,3,,3,5,1,,2,4,1,1,1,,,2,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,2,3,,8,8,,10,10
,433,3,,2,,,4,,,4,,,3,,,5,,,1,,,4,,,2,,,,4,,,
,433W,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,435,3,2,,,,1,1,4,,1,1,,,,1,,2,,,1,,,2,2,,2,1,,,,1
,436,3,1,1,,,,1,1,,1,1,2,,,,,1,1,,,,,,1,,1,1,,,,
,437,3,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,
,445,3,,,6,,,14,,,13,,,13,,,10,,,17,,,14,,,19,,,19,,,24
,455,3,,4,,,11,,,10,,,12,,,9,,,13,,,3,,,5,,,9,,,13,
,465,3,,5,,,,8,,,12,,,4,,,8,,,10,,,10,,,5,,,10,,,24
,484,3,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,
,485,3,,,9,,,11,,,3,,,16,,,11,,,6,,,16,,,7,,,13,,,12
,490,3,,8,,,,,,8,,,,,,8,,,,,,9,,,,,,11,,,,
,492,3,,,,,0,,,,,,2,,,,,,,,,,,,11,,,,,,,3
,493,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
SCI,191,1,,,,,,,,,,,,,,,,,,,,,,,,,,49,47,,16,15
,300,3,,,,,,64,54,,103,64,,137,,92,135,,,201,56,,271,,,229,,,229,55,,182
STAT,100,3,123,49,,,65,,,144,163,,127,350,,147,421,,191,387,,159,494,,192,373,,185,412,,170,493
,101,3,48,59,245,58,206,63,55,76,256,,297,70,125,77,165,103,235,62,100,234,59,114,179,54,85,204,63,85,238,73
,180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,
,201,3,134,284,326,,225,258,145,295,305,87,329,188,246,483,384,102,324,193,241,357,211,229,303,246,280,355,249,173,288,250
,203,3,,164,83,90,27,145,,284,20,156,135,145,96,278,29,122,155,215,124,128,277,37,91,264,72,159,208,99,118,258
,240,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
,270,3,114,185,190,143,176,180,163,245,212,183,211,295,204,249,226,235,232,207,234,222,231,195,181,150,151,174,169,124,151,235
,285,3,,47,11,22,39,29,,62,,55,39,48,,89,,82,54,56,,66,41,,51,54,37,38,46,,54,41
,300W,3,,,10,,,7,,,12,,,21,,,27,,15,25,,19,43,,24,30,,18,37,,,46
,302,3,,50,,47,,93,,80,197,84,152,123,,242,,322,,284,,,330,,,357,,,306,,,320
,305,3,,,,,,,,,,,,,,,138,,159,,,273,,,334,,,333,,,395,
,330,3,29,,44,,20,,28,,47,,42,,41,,77,,57,,,73,,,57,,58,37,,,63,
,336,3,7,3,5,4,4,5,4,3,7,4,1,11,5,3,3,7,3,6,7,3,2,7,4,8,7,3,2,9,5,7
,337,3,7,5,5,4,4,4,3,2,4,5,4,1,9,4,1,3,5,2,6,3,5,1,5,2,9,3,3,5,5,4
,340,3,,,,,,,,,,,,,,,,,,89,,,81,,,86,,,,,,
,341,1,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,89,,,109
,342,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,67,
,350,3,,21,,26,21,24,,29,13,26,,60,,35,43,49,,85,,40,34,,42,,,76,28,,57,
,380,3,,,30,,,21,,,29,,,27,,,46,,,40,,,23,,,22,,,35,,,38
,402,3,,,30,,,20,,,20,,,21,,,50,,,,,,,,,,,,,,,
,403,3,,,20,,,6,,,13,,,14,,,15,,,4,,,8,,,22,,,23,,,28
,410,3,,,25,,,22,,,22,,,19,,,46,,,60,,,71,,,32,,,46,,,47
,430,3,,27,,,13,,,22,,,24,,,40,,,70,,,58,,,44,,,17,,,51,
,436,3,4,3,2,5,1,1,2,2,1,2,4,5,2,2,4,2,,1,2,,4,4,,2,2,4,4,4,3,1
,437,3,,,2,2,,1,,1,1,,2,3,,1,2,1,1,,1,2,,2,1,1,1,,3,3,1,
,438,3,,,,,,1,,,,,,1,1,,,2,1,1,,,,,,1,1,1,,1,,1
