Subject,CrsNum,CreditHrs,1074,1077,1081,1084,1087,1091,1094,1097,1101,1104,1107,1111,1114,1117,1121,1124,1127,1131,1134,1137,1141,1144,1147,1151,1154,1157,1161,1164,1167,1171
,230,3,,33,40,16,51,36,,60,22,22,37,38,,65,,40,,36,,61,,32,,48,,53,,24,,49
,236W,3,,24,13,16,28,30,,37,,24,,40,,42,,31,,40,,40,,30,,42,,42,,25,,40
,260,4,30,,39,,,39,19,29,30,,,44,23,30,44,,,48,17,,45,,,46,,27,37,,32,31
,266,2,,,,,,,,,,,,,,,,,,30,,,43,,,33,12,,27,,,34
,281,4,128,329,228,157,343,238,171,396,232,164,426,285,202,417,225,139,415,170,170,364,215,154,462,225,168,360,176,143,389,195
,282,2,80,175,294,112,236,259,120,226,285,111,247,293,124,222,342,141,132,321,151,66,298,83,103,341,85,96,276,74,76,302
,283,3,,,,,,,,,,,,,,,14,3,13,15,9,12,37,8,17,43,21,15,60,12,18,62
,286,2,59,104,192,78,141,168,80,116,171,85,136,184,80,99,145,51,72,115,50,43,98,47,60,105,47,56,74,36,63,103
,306,3,9,5,2,14,2,5,6,6,,11,5,,3,3,4,6,1,,9,2,2,14,5,5,12,5,6,10,8,5
,307,3,6,7,4,2,11,1,5,5,2,4,6,3,4,3,1,4,5,2,1,8,1,2,13,3,3,9,4,8,10,6
,316,4,,25,41,,21,20,,23,18,,23,26,,22,31,,28,18,,20,23,,25,22,,28,23,,20,17
,317,2,,,12,,,3,,,4,,,9,,,3,,,8,,,6,,,3,,,3,,,2
,332,3,34,,42,,30,,40,,20,,40,,26,,35,,34,,33,,37,,32,,33,,36,,24,
,333,3,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,336,2,28,,23,,33,,39,,10,,35,,28,,27,,26,,32,,24,,22,,27,,26,,13,
,340,3,,35,,,29,,,,22,,11,,,,40,,36,,,,21,,41,,,,33,,34,
,360,3,,62,31,66,29,87,,,90,48,19,41,,34,32,25,,56,,,59,25,,25,,,40,,15,28
,363,3,,,,,,,,,,,,,,,,,,12,,,7,,,8,,,9,,,19
,366W,3,,18,22,,17,39,,13,22,,15,15,,25,16,,21,25,,23,,,36,,,39,,,39,
,367,2,,2,5,,3,1,,2,1,,,2,,,2,,1,,,1,,,,,,,,,,
,371,3,,27,,,18,,,28,,,21,,,24,,,15,,,24,,,16,,,23,,,15,
,372,3,,,14,,,18,,,10,,,18,,,4,,,21,,,9,,,10,,,7,,,10
,380,4,,57,,21,28,,,40,,25,27,,,39,,26,31,,,54,,21,30,,,49,,17,52,
,381,4,,,27,,,20,,,9,,,24,,,5,,,16,,,14,,,16,,,8,,,19
,391,3,,,,,,,,,,,,,,,27,,,,,,34,,,,,,34,,,
,406,3,9,4,,5,1,2,5,,,7,3,2,3,2,2,4,1,1,4,1,2,3,2,3,8,1,,9,6,1
,407,3,2,5,1,6,2,2,3,1,,,4,2,1,,1,5,2,1,2,1,,3,3,2,3,3,,1,4,2
,408,3,1,2,,,4,1,2,1,,,,,,,,,1,1,,1,,,,1,,2,,,,
,419,3,,,9,,,20,,,7,,,9,,15,,,,3,,,8,,,3,,9,5,,,10
,432,3,,,17,,,,,35,,,,,,8,,,,,,17,,,,15,,,,,,4
,439,3,,,,,9,,,,13,,2,21,,,11,,28,,,18,5,,17,,,,11,,12,28
,440,3,,,,,,22,,,,,,9,,,,,,13,,,,,,14,,,,,,12
,442,3,,,36,,,,,,,,22,,,,,,26,,,,,,18,,,,,,,
,444,3,,,,,,,,,23,,,,,,,,,33,,,,,,31,,,,,,35
,450,3,,,7,,,,,,3,,,,,5,,,,,,,,,,,,,,,3,
,452,3,,,,,11,,,,,,,,,7,,,3,,,,,,5,,,,,,,7
,455,3,,14,,,,,,15,,,2,,,,,,,6,,5,,,,6,,,,,,3
,459,3,,,3,,,24,,7,11,,,13,,,22,,,15,,,8,,,7,,,38,,6,8
,460,3,,,10,,,8,,,6,,,8,,,7,,,14,,,6,,,,,,,,,5
,462,3,,,16,,,,,,14,,,,,,15,,,,,,12,,,,,,14,,,
,464,3,,4,,,,7,,6,,,3,,,3,,,4,,,2,,,,6,,,,,11,
,465,3,,,,,17,,,,7,,,,,20,,,,,,22,,,,,,23,,,,
,469,3,,,1,,,,,,,,,7,,,,,4,4,,,,,,,,,,,,
,481,5,4,4,6,5,5,2,5,11,5,2,4,5,6,5,5,6,2,5,6,5,5,7,4,2,,6,4,5,2,4
,482,3,7,3,2,3,1,,2,,,2,1,3,1,1,,,1,1,2,1,2,,,1,,,1,1,,
,483,5,,2,2,3,1,,,,2,1,,,,,1,2,,,1,,,,1,,2,,,1,,
,484,10,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,
DIAL,390W,5,19,16,19,20,17,18,20,16,19,20,18,20,19,13,20,20,17,20,19,18,20,16,20,17,18,20,17,19,20,
,391W,5,19,16,19,20,17,18,20,16,19,20,18,20,19,13,20,20,17,20,19,18,20,16,20,17,18,20,17,19,20,
,392W,5,,16,19,,17,18,,16,19,,18,20,,13,20,,17,20,,18,20,,20,17,,20,17,,20,
EASC,101,3,59,138,105,79,133,117,73,116,117,122,173,126,141,156,86,44,95,89,90,112,88,83,108,73,58,97,86,27,100,98
,103,3,48,70,,,70,,,,,,,60,,,,,,,,,,,,120,,,,,103,
,104,3,,209,,,228,238,244,56,,305,51,38,392,316,30,287,250,30,139,,104,,78,,52,24,97,47,70,19
,106,3,,,144,,,208,,,231,,,142,37,,112,,133,,,34,,,,64,,45,47,,,35
,107,3,,,27,108,40,,,,,,,,,,87,,,71,,48,,,,33,,,,20,27,
,108,3,,,,,,,,321,,,,,,,,,,163,,,,,,,,80,,,,128
,201,3,,,15,,,15,,,16,,,29,,,27,,,29,,,38,,,31,,,36,,,30
,202,3,,24,,,19,,,23,,,31,,,31,,,32,,,41,,,47,,,39,,,37,
,204,3,,,18,,,14,,,16,,,23,,,26,,,22,,,28,,,36,,,33,,,30
,205,3,,,15,,,16,,,11,,,22,,,28,,,22,,,25,,,33,6,,21,,,22
,206,2,,17,,,18,,,26,,,18,,,21,,,23,,,23,,,24,,11,21,,,23,
,207,3,,13,,,19,,,,21,,13,,,25,,,26,,,24,,,25,,,28,,,21,
,208,3,,,17,,,11,,,17,,,20,,,26,,,21,,,21,,,32,,,13,,,18
,209W,3,,,,,,,,,,,,,,,,,,,,27,,,36,,,37,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,
,210,3,,18,10,,18,19,,20,16,,16,21,,22,22,,21,24,,24,29,,22,23,,12,21,,15,17
,300,3,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,301,3,,9,,,9,,,11,,,6,,,17,,,17,,,19,,,12,,,21,,,11,
,302,3,,,12,,,4,,,12,,,5,,,17,,,21,,,14,,,11,,14,,,,14
,303W,3,,,21,,,11,,,21,,12,,,9,,,24,,,,,,,,,,,,,
,304,3,,15,,,18,,,26,,,22,,,21,,,25,,,25,,,33,,,28,,,37,
,305,3,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,11,
,306,3,,,12,,,15,,,12,,,20,,,15,,,17,,,20,,,22,,,24,,,19
,307,3,,,,,,7,,,,,,,,,9,,,,,,23,,,,,,,,,
,308,3,,,,,,,,,,,,,,,,,,,,,15,16,,,20,,,27,,
,309,3,,8,,,7,,,11,,,8,,,14,,,17,,,16,,,18,,,23,,,15,
,310W,3,,15,,,11,,,17,,,15,,,15,,,20,,,20,,,11,,,16,,,16,
,311,3,,,,,,,,,,,,,,,,,,,,,,,,14,,,13,,,10
,312,3,,,,,,8,,,,,,13,,,,,19,,,,,,13,,,,,,6,
,313,3,,,8,,,11,,,16,,,12,,,14,,,14,,,15,,,22,,,22,,,18
,314,3,,,,,,3,,,,,,4,,,,,,,,,,,6,,,,7,,,
,315,3,,,,,,,,,,,,,,16,,,12,,,,,,,,,,,,,
,315W,3,,,,,,,,,,,,,,,,,,,,,,,17,,,14,,,27,
,317,3,,,8,,,,,,,,,3,,,,,,17,,,,,,12,,,,,,7
,400,3,,,,,,1,,,,,,7,3,,,,,,,,,,,,,4,16,,5,2
,401,3,,7,,,6,,,,,,7,,,5,,,14,,,9,14,,,,,9,,,10,
,402,3,,7,,,,,,4,,,,,,4,,,,,,10,,,,,,5,,,,
,403,3,,,14,,,4,,,19,,,7,,,21,,,10,,,16,,,13,,,19,,,12
,404,3,,4,,,,,,7,,,,,,,,,9,,,,,,12,,,,,,10,
,405,3,,,,,,,,,,,,,,,,,,6,,,,,,,,,12,,,
,406,3,,,10,,,11,,,,,,14,,,15,,,14,,,,,,,,,,,,
,408,3,,,,,5,,,,,,,,,6,,,,,,14,,,,,,14,,,,
,410,3,,,3,,,,,,5,,,,,,10,,,,,,,,,12,,,,,,15
,411,3,,7,,,,,,3,,,,,,,,,,12,,,,,,13,,,,,,23
,412,3,,10,,,4,,,12,,,6,,,,,,,,,,,,,,,,,,,
,413,3,,,,,7,,,,,,10,,,,,,6,,,,,,12,,,,,,19,
,416,3,,,3,,,,,,4,,,,,,2,,,,,,,,,2,,,,2,,18
,420,3,,,4,,,4,,,,,,5,,,,,,10,,,11,,,,,,13,,,
,421,3,,,,,8,,,,,,,,,9,,,,,,15,,,,,,8,,,,
,450,3,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
,491,1,,,1,,,,,,,,,3,,,,,,,,,1,,,,,1,,,,1
,492,2,,,,,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,
,493,3,,2,1,,2,3,,1,2,,5,1,,1,1,,1,2,,1,4,2,2,2,,1,3,,1,3
,499,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
,,9,,,,,,,,,,,,3,,1,,,,1,,,1,,1,,,,,,,
FAN,X99,4,50,277,246,128,385,229,160,296,161,114,238,155,66,184,148,53,206,168,46,187,140,63,186,127,52,206,126,54,196,149
KIN,105,3,76,87,98,101,117,116,114,116,113,117,107,115,108,106,113,111,112,115,115,,,,,,,,,,,
,110,3,193,359,359,191,415,436,189,372,435,207,457,442,223,508,505,331,530,504,308,,,,,,,,,,,
,111,3,,,49,,,55,,,50,,,54,,,,,80,,,,,,,,,,,,,
,140,3,186,264,276,217,305,316,204,268,325,266,368,363,288,421,364,341,416,365,322,,,,,,,,,,,
,142,3,144,287,285,134,333,281,142,330,272,145,388,287,145,386,276,145,381,278,146,,,,,,,,,,,
,143,3,84,214,217,109,234,246,118,244,242,116,242,243,115,240,242,118,237,241,113,,,,,,,,,,,
,180W,3,,32,,,51,,,35,,,30,,,29,,,31,,,,,,,,,,,,,
,201,3,30,89,60,16,78,72,,90,85,,95,92,,95,114,,113,95,,,,,,,,,,,,
,205,3,41,73,67,24,61,50,36,90,90,,93,92,,100,116,,114,95,,,,,,,,,,,,
,207,3,44,90,79,,92,74,,90,86,,92,90,,94,90,,94,83,,,,,,,,,,,,
,208,3,,,14,,,,12,,,11,,,17,,,22,,,7,,,,,,,,,,,
,212,3,,50,,,48,,,49,,,46,,,,50,,,65,,,,,,,,,,,,
,221,3,,,,,32,56,,,,,,,,,,,,,,,,,,,,,,,,
,241,3,30,75,67,29,76,68,36,63,68,34,68,66,45,68,63,49,66,63,40,,,,,,,,,,,
,301,3,14,,,13,,,12,,,24,,,12,,,11,15,15,,,,,,,,,,,,
,303,3,,33,54,,39,54,,37,55,,42,53,,63,56,,84,,,,,,,,,,,,,
,304W,3,,13,48,49,,70,55,31,72,,84,71,,68,55,44,54,71,45,,,,,,,,,,,
,305,3,58,91,,68,94,,69,90,58,,87,45,,95,,95,97,,89,,,,,,,,,,,
,306,3,,72,90,,88,80,,47,67,,65,72,,57,96,,83,98,,,,,,,,,,,,
,308,3,,6,,,8,,,11,,,9,,,16,,,29,,,,,,,,,,,,,
,310,3,,57,,44,59,,57,59,,55,51,,55,49,,71,58,,68,,,,,,,,,,,
,311,3,36,50,55,43,,,49,67,,28,69,,54,63,,66,57,,78,,,,,,,,,,,
,312,3,54,57,57,44,,55,51,,54,48,,,,68,,75,59,,50,,,,,,,,,,,
,325,3,,37,28,,45,46,,40,44,,44,43,,43,45,,45,43,,,,,,,,,,,,
,326,4,32,46,73,,50,77,,50,50,44,50,49,47,45,76,,52,51,47,,,,,,,,,,,
